Name,Manufacturer,Manufacturer Number,Supplier,Supplier Number,Quantity,Price Total,Optional,Comments
Snapmaker linear axis 2.0 A150 for X and Y ,Snapmaker,,123-3D,DAR00374,2,240,,For now only the 250mm version is available; design is built around the 168mm variant
